customer_id,recency,frequency,monetary,r_score,f_score,m_score,rfm_score,segment
DH-30752,490,4,476.0,1,2,1,121,Lost
DH-36751,120,6,3412.0,3,3,4,334,Potential Loyalist
DH-36752,933,1,30.0,1,1,1,111,Lost
DH-36753,21,5,1220.0,5,3,2,532,Potential Loyalist
DJ-134201,51,7,5230.0,4,4,5,445,Champions
DJ-134202,23,11,11158.0,5,5,5,555,Champions
DJ-134203,433,6,3740.0,1,3,4,134,Can't Lose Them
DJ-134204,638,4,2012.0,1,2,3,123,At Risk
DJ-135101,7,6,2668.0,5,3,4,534,Potential Loyalist
DJ-135102,167,7,4513.0,2,4,5,245,Can't Lose Them
DJ-135103,85,10,5736.0,3,5,5,355,Potential Loyalist
DJ-135104,49,8,2502.0,4,5,3,453,Loyal Customers
DJ-136301,66,11,4266.0,4,5,4,454,Champions
DJ-136302,420,9,2730.0,1,5,4,154,Can't Lose Them
DJ-136303,325,4,2206.0,2,2,3,223,At Risk
DJ-136304,13,3,3357.0,5,2,4,524,Others
DJ-34201,115,3,263.0,3,2,1,321,Others
DJ-34202,2,1,158.0,5,1,1,511,Others
DJ-35101,119,3,2406.0,3,2,3,323,Others
DJ-35102,583,1,194.0,1,1,1,111,Lost
DJ-35103,7,3,3376.0,5,2,4,524,Others
DJ-36301,254,2,245.0,2,1,1,211,At Risk
DJ-36302,35,4,1048.0,4,2,2,422,Others
DK-128351,58,7,2628.0,4,4,4,444,Loyal Customers
DK-128352,178,5,4960.0,2,3,5,235,Can't Lose Them
DK-128353,58,8,6745.0,4,5,5,455,Champions
DK-128354,22,12,3256.0,5,5,4,554,Champions
DK-128951,55,5,6372.0,4,3,5,435,Potential Loyalist
DK-128952,58,5,2533.0,4,3,3,433,Potential Loyalist
DK-128953,273,7,5157.0,2,4,5,245,Can't Lose Them
DK-128954,46,5,4283.0,4,3,5,435,Potential Loyalist
DK-129851,2,12,5573.0,5,5,5,555,Champions
DK-129852,38,9,2819.0,4,5,4,454,Champions
DK-129853,98,9,4743.0,3,5,5,355,Potential Loyalist
DK-129854,8,5,1687.0,5,3,3,533,Potential Loyalist
DK-130901,9,18,10186.0,5,5,5,555,Champions
DK-130902,25,6,5428.0,5,3,5,535,Potential Loyalist
DK-130903,76,5,916.0,4,3,2,432,Potential Loyalist
DK-130904,43,7,2652.0,4,4,4,444,Loyal Customers
DK-131501,72,8,4872.0,4,5,5,455,Champions
DK-131502,168,6,5970.0,2,3,5,235,Can't Lose Them
DK-131503,422,6,4340.0,1,3,5,135,Can't Lose Them
DK-131504,11,2,798.0,5,1,2,512,Others
DK-132251,2,8,652.0,5,5,2,552,Loyal Customers
DK-132252,27,6,1819.0,5,3,3,533,Potential Loyalist
DK-132253,84,6,1972.0,3,3,3,333,Potential Loyalist
DK-132254,11,9,4802.0,5,5,5,555,Champions
DK-133751,86,6,4420.0,3,3,5,335,Potential Loyalist
DK-133752,55,5,3069.0,4,3,4,434,Potential Loyalist
DK-133753,5,7,5450.0,5,4,5,545,Champions
DK-133754,20,8,3318.0,5,5,4,554,Champions
DK-28351,108,3,1830.0,3,2,3,323,Others
DK-28352,22,8,1542.0,5,5,3,553,Loyal Customers
DK-28951,147,2,254.0,3,1,1,311,Others
DK-28952,160,4,1039.0,2,2,2,222,At Risk
DK-29851,1207,1,81.0,1,1,1,111,Lost
DK-30901,69,2,67.0,4,1,1,411,Others
DK-30902,168,1,207.0,2,1,1,211,At Risk
DK-31501,58,4,333.0,4,2,1,421,Others
DK-31502,213,10,1246.0,2,5,2,252,Can't Lose Them
DK-32251,66,5,822.0,4,3,2,432,Potential Loyalist
DK-32252,251,3,585.0,2,2,2,222,At Risk
DK-33751,118,4,1764.0,3,2,3,323,Others
DK-33752,1395,1,60.0,1,1,1,111,Lost
DK-33753,307,5,2022.0,2,3,3,233,At Risk
DL-128651,58,7,4683.0,4,4,5,445,Champions
DL-128652,119,10,3023.0,3,5,4,354,Potential Loyalist
DL-128653,176,9,1977.0,2,5,3,253,Can't Lose Them
DL-128654,101,8,1504.0,3,5,3,353,Potential Loyalist
DL-129251,58,6,4807.0,4,3,5,435,Potential Loyalist
DL-129252,1413,1,117.0,1,1,1,111,Lost
DL-129253,69,8,3169.0,4,5,4,454,Champions
DL-129254,58,6,3274.0,4,3,4,434,Potential Loyalist
DL-133151,225,4,1850.0,2,2,3,223,At Risk
DL-133152,19,9,13191.0,5,5,5,555,Champions
DL-133153,35,6,2007.0,4,3,3,433,Potential Loyalist
DL-133154,23,8,1458.0,5,5,3,553,Loyal Customers
DL-133301,13,10,9729.0,5,5,5,555,Champions
DL-133302,205,9,4514.0,2,5,5,255,Can't Lose Them
DL-133303,28,11,1949.0,5,5,3,553,Loyal Customers
DL-133304,58,4,585.0,4,2,2,422,Others
DL-134951,509,5,4541.0,1,3,5,135,Can't Lose Them
DL-134952,23,8,5618.0,5,5,5,555,Champions
DL-134953,56,6,2176.0,4,3,3,433,Potential Loyalist
DL-134954,77,8,3540.0,4,5,4,454,Champions
DL-28651,203,2,926.0,2,1,2,212,At Risk
DL-28652,502,1,256.0,1,1,1,111,Lost
DL-28653,274,4,321.0,2,2,1,221,At Risk
DL-29251,38,2,356.0,4,1,1,411,Others
DL-29252,156,5,478.0,2,3,1,231,At Risk
DL-33151,48,3,715.0,4,2,2,422,Others
DL-33152,104,3,1031.0,3,2,2,322,Others
DL-33301,953,1,14.0,1,1,1,111,Lost
DL-33302,706,1,156.0,1,1,1,111,Lost
DL-33303,856,1,989.0,1,1,2,112,Lost
DL-34951,461,3,655.0,1,2,2,122,Lost
DL-34952,283,2,118.0,2,1,1,211,At Risk
DM-129551,161,7,7348.0,2,4,5,245,Can't Lose Them
DM-129552,41,9,3887.0,4,5,4,454,Champions
DM-129553,266,9,7304.0,2,5,5,255,Can't Lose Them
DM-129554,115,7,1321.0,3,4,2,342,Potential Loyalist
DM-130151,6,10,5904.0,5,5,5,555,Champions
DM-130152,6,10,2930.0,5,5,4,554,Champions
DM-130153,97,3,448.0,3,2,1,321,Others
DM-130154,58,7,6344.0,4,4,5,445,Champions
DM-133451,91,7,6883.0,3,4,5,345,Potential Loyalist
DM-133452,3,8,4806.0,5,5,5,555,Champions
DM-133453,569,4,1290.0,1,2,2,122,Lost
DM-133454,23,8,4074.0,5,5,4,554,Champions
DM-135251,324,6,2553.0,2,4,4,244,Can't Lose Them
DM-135252,59,4,3505.0,4,2,4,424,Others
DM-135253,36,6,2208.0,4,4,3,443,Loyal Customers
DM-135254,482,3,1378.0,1,2,3,123,At Risk
DM-29551,651,3,878.0,1,2,2,122,Lost
DM-29552,709,1,139.0,1,1,1,111,Lost
DM-29553,13,5,1420.0,5,3,3,533,Potential Loyalist
DM-30151,3,3,966.0,5,2,2,522,Others
DM-30152,31,3,1141.0,5,2,2,522,Others
DM-33451,146,3,334.0,3,2,1,321,Others
DM-33452,462,3,4664.0,1,2,5,125,Can't Lose Them
DM-35251,1151,1,246.0,1,1,1,111,Lost
DM-35252,324,2,1183.0,2,1,2,212,At Risk
DM-35253,322,3,763.0,2,2,2,222,At Risk
DN-136901,20,6,2649.0,5,4,4,544,Champions
DN-136902,42,5,3020.0,4,3,4,434,Potential Loyalist
DN-136903,266,6,5290.0,2,4,5,245,Can't Lose Them
DN-136904,218,7,2139.0,2,4,3,243,Can't Lose Them
DN-36901,13,3,735.0,5,2,2,522,Others
DN-36902,435,1,949.0,1,1,2,112,Lost
DN-36903,594,1,133.0,1,1,1,111,Lost
DO-134351,162,8,9101.0,2,5,5,255,Can't Lose Them
DO-134352,288,3,2697.0,2,2,4,224,Can't Lose Them
DO-134353,65,12,2184.0,4,5,3,453,Loyal Customers
DO-134354,134,9,1298.0,3,5,2,352,Potential Loyalist
DO-136451,380,6,6540.0,1,4,5,145,Can't Lose Them
DO-136452,107,6,2329.0,3,4,3,343,Potential Loyalist
DO-136453,231,6,1947.0,2,4,3,243,Can't Lose Them
DO-136454,27,7,1267.0,5,4,2,542,Loyal Customers
DO-34351,37,5,2261.0,4,3,3,433,Potential Loyalist
DO-34352,72,5,1256.0,4,3,2,432,Potential Loyalist
DO-36451,169,2,251.0,2,1,1,211,At Risk
DO-36452,129,1,1112.0,3,1,2,312,Others
DO-36453,42,2,326.0,4,1,1,411,Others
DP-130001,62,7,3395.0,4,4,4,444,Loyal Customers
DP-130002,90,10,6306.0,3,5,5,355,Potential Loyalist
DP-130003,395,5,3135.0,1,3,4,134,Can't Lose Them
DP-130004,127,9,1051.0,3,5,2,352,Potential Loyalist
DP-131051,99,6,11883.0,3,4,5,345,Potential Loyalist
DP-131052,133,2,926.0,3,1,2,312,Others
DP-131053,65,9,3906.0,4,5,4,454,Champions
DP-131054,7,8,2215.0,5,5,3,553,Loyal Customers
DP-131651,359,7,11836.0,1,4,5,145,Can't Lose Them
DP-131652,57,9,7444.0,4,5,5,455,Champions
DP-131653,8,7,1874.0,5,4,3,543,Loyal Customers
DP-131654,813,2,1059.0,1,1,2,112,Lost
DP-133901,134,7,1889.0,3,4,3,343,Potential Loyalist
DP-133902,1,6,1773.0,5,4,3,543,Loyal Customers
DP-133903,246,5,1141.0,2,3,2,232,At Risk
DP-133904,359,9,5482.0,1,5,5,155,Can't Lose Them
DP-30001,49,5,1107.0,4,3,2,432,Potential Loyalist
DP-30002,1193,1,30.0,1,1,1,111,Lost
DP-30003,15,4,956.0,5,2,2,522,Others
DP-31051,65,4,5858.0,4,2,5,425,Others
DP-31052,177,2,1113.0,2,1,2,212,At Risk
DP-31651,8,5,1364.0,5,3,2,532,Potential Loyalist
DP-31652,1105,1,153.0,1,1,1,111,Lost
DP-33901,1255,2,714.0,1,1,2,112,Lost
DP-33902,101,1,91.0,3,1,1,311,Others
DP-33903,13,3,571.0,5,2,2,522,Others
DR-128801,30,7,3328.0,5,4,4,544,Champions
DR-128802,197,7,1894.0,2,4,3,243,Can't Lose Them
DR-128803,7,9,2664.0,5,5,4,554,Champions
DR-128804,4,9,6527.0,5,5,5,555,Champions
DR-129401,76,11,10943.0,4,5,5,455,Champions
DR-129402,28,7,4652.0,5,4,5,545,Champions
DR-129403,49,7,1696.0,4,4,3,443,Loyal Customers
DR-129404,51,8,8352.0,4,5,5,455,Champions
DR-28801,266,5,1091.0,2,3,2,232,At Risk
DR-28802,5,3,1201.0,5,2,2,522,Others
DR-29401,40,6,2065.0,4,4,3,443,Loyal Customers
DR-29402,305,2,224.0,2,1,1,211,At Risk
DS-130301,136,6,3254.0,3,4,4,344,Potential Loyalist
DS-130302,278,6,2082.0,2,4,3,243,Can't Lose Them
DS-130303,153,10,4547.0,2,5,5,255,Can't Lose Them
DS-130304,94,4,1762.0,3,2,3,323,Others
DS-131801,119,4,3598.0,3,2,4,324,Others
DS-131802,119,5,1632.0,3,3,3,333,Potential Loyalist
DS-131803,15,13,5338.0,5,5,5,555,Champions
DS-131804,24,9,2882.0,5,5,4,554,Champions
DS-30301,49,2,691.0,4,1,2,412,Others
DS-30302,185,4,947.0,2,2,2,222,At Risk
DS-31801,324,1,177.0,2,1,1,211,At Risk
DS-31802,72,1,7.0,4,1,1,411,Others
DV-130451,41,5,5756.0,4,3,5,435,Potential Loyalist
DV-130452,97,6,2210.0,3,4,3,343,Potential Loyalist
DV-130453,122,8,9018.0,3,5,5,355,Potential Loyalist
DV-130454,20,5,1122.0,5,3,2,532,Potential Loyalist
DV-134651,195,5,3861.0,2,3,4,234,Can't Lose Them
DV-134652,409,2,412.0,1,1,1,111,Lost
DV-134653,191,7,5297.0,2,4,5,245,Can't Lose Them
DV-134654,30,6,3343.0,5,4,4,544,Champions
DV-30451,631,3,1269.0,1,2,2,122,Lost
DV-30452,34,10,3374.0,4,5,4,454,Champions
DV-34651,27,2,162.0,5,1,1,511,Others
DV-34652,14,3,3876.0,5,2,4,524,Others
DW-131951,7,13,7327.0,5,5,5,555,Champions
DW-131952,28,3,756.0,5,2,2,522,Others
DW-131953,90,4,526.0,3,2,1,321,Others
DW-131954,70,6,1079.0,4,4,2,442,Loyal Customers
DW-134801,66,7,5313.0,4,4,5,445,Champions
DW-134802,185,4,3412.0,2,2,4,224,Can't Lose Them
DW-134803,213,7,2340.0,2,4,3,243,Can't Lose Them
DW-134804,218,5,5272.0,2,3,5,235,Can't Lose Them
DW-135401,13,4,3800.0,5,2,4,524,Others
DW-135402,34,5,5296.0,4,3,5,435,Potential Loyalist
DW-135403,95,6,3729.0,3,4,4,344,Potential Loyalist
DW-135404,99,5,343.0,3,3,1,331,Potential Loyalist
DW-135851,6,11,4415.0,5,5,5,555,Champions
DW-135852,13,8,1490.0,5,5,3,553,Loyal Customers
DW-135853,83,11,5034.0,3,5,5,355,Potential Loyalist
DW-135854,243,7,1205.0,2,4,2,242,Can't Lose Them
DW-31951,1148,1,55.0,1,1,1,111,Lost
DW-31952,1064,3,1187.0,1,2,2,122,Lost
DW-34801,168,4,1339.0,2,2,2,222,At Risk
DW-34802,495,2,2469.0,1,1,3,113,At Risk
DW-34803,56,6,3311.0,4,4,4,444,Loyal Customers
DW-35401,55,1,25.0,4,1,1,411,Others
DW-35402,1196,1,428.0,1,1,1,111,Lost
DW-35403,920,2,763.0,1,1,2,112,Lost
DW-35851,29,3,435.0,5,2,1,521,Others
DW-35852,148,1,27.0,3,1,1,311,Others
Dl-136001,6,8,8124.0,5,5,5,555,Champions
Dl-136002,161,6,2973.0,2,4,4,244,Can't Lose Them
Dl-136003,86,1,59.0,3,1,1,311,Others
Dl-136004,120,5,756.0,3,3,2,332,Potential Loyalist
Dl-36001,190,6,993.0,2,4,2,242,Can't Lose Them
Dl-36002,112,4,1815.0,3,2,3,323,Others
Dp-132401,252,6,9845.0,2,4,5,245,Can't Lose Them
Dp-132402,91,2,980.0,3,1,2,312,Others
Dp-132403,19,9,4201.0,5,5,4,554,Champions
Dp-132404,85,11,7199.0,3,5,5,355,Potential Loyalist
Dp-32401,470,4,382.0,1,2,1,121,Lost
Dp-32402,26,2,128.0,5,1,1,511,Others
Dp-32403,1170,1,98.0,1,1,1,111,Lost
EA-140351,94,6,2922.0,3,4,4,344,Potential Loyalist
EA-140352,579,3,1337.0,1,2,2,122,Lost
EA-140353,192,9,4285.0,2,5,5,255,Can't Lose Them
EA-140354,153,13,2846.0,2,5,4,254,Can't Lose Them
EA-40351,166,3,131.0,2,2,1,221,At Risk
EB-137051,76,8,1641.0,4,5,3,453,Loyal Customers
EB-137052,710,6,3127.0,1,4,4,144,Can't Lose Them
EB-137053,265,7,3972.0,2,4,4,244,Can't Lose Them
EB-137054,49,9,3643.0,4,5,4,454,Champions
EB-137501,363,2,1120.0,1,1,2,112,Lost
EB-137502,33,5,2024.0,5,3,3,533,Potential Loyalist
EB-137503,91,3,2109.0,3,2,3,323,Others
EB-137504,36,10,3236.0,4,5,4,454,Champions
EB-138401,442,5,4078.0,1,3,4,134,Can't Lose Them
EB-138402,3,10,9895.0,5,5,5,555,Champions
EB-138403,196,5,1856.0,2,3,3,233,At Risk
EB-138404,91,5,4358.0,3,3,5,335,Potential Loyalist
EB-138701,16,4,2920.0,5,2,4,524,Others
EB-138702,18,4,1071.0,5,2,2,522,Others
EB-138703,73,1,93.0,4,1,1,411,Others
EB-138704,101,10,2768.0,3,5,4,354,Potential Loyalist
EB-139301,20,8,3305.0,5,5,4,554,Champions
EB-139302,76,3,4727.0,4,2,5,425,Others
EB-139303,598,2,557.0,1,1,2,112,Lost
EB-139304,162,5,944.0,2,3,2,232,At Risk
EB-139751,20,9,1985.0,5,5,3,553,Loyal Customers
EB-139752,143,6,4893.0,3,4,5,345,Potential Loyalist
EB-139753,1,13,4883.0,5,5,5,555,Champions
EB-139754,1,4,1644.0,5,2,3,523,Others
EB-141101,282,5,3471.0,2,3,4,234,Can't Lose Them
EB-141102,54,10,6522.0,4,5,5,455,Champions
EB-141103,36,3,601.0,4,2,2,422,Others
EB-141104,114,6,3073.0,3,4,4,344,Potential Loyalist
EB-141701,132,6,1788.0,3,4,3,343,Potential Loyalist
EB-141702,358,1,419.0,1,1,1,111,Lost
EB-141703,20,10,3344.0,5,5,4,554,Champions
EB-141704,83,6,1187.0,3,4,2,342,Potential Loyalist
EB-37051,399,2,2720.0,1,1,4,114,Can't Lose Them
EB-37052,1324,1,422.0,1,1,1,111,Lost
EB-37501,1135,1,173.0,1,1,1,111,Lost
EB-37502,185,5,766.0,2,3,2,232,At Risk
EB-38401,619,1,9.0,1,1,1,111,Lost
EB-38402,1260,1,1444.0,1,1,3,113,At Risk
EB-38403,44,4,346.0,4,2,1,421,Others
EB-38701,602,3,84.0,1,2,1,121,Lost
EB-38702,498,2,101.0,1,1,1,111,Lost
EB-39301,31,4,1462.0,5,2,3,523,Others
EB-39302,8,5,972.0,5,3,2,532,Potential Loyalist
EB-39751,781,4,2074.0,1,2,3,123,At Risk
EB-39752,36,5,640.0,4,3,2,432,Potential Loyalist
EB-41101,58,5,1475.0,4,3,3,433,Potential Loyalist
EB-41102,21,5,943.0,5,3,2,532,Potential Loyalist
EB-41701,55,4,872.0,4,2,2,422,Others
EB-41702,705,2,396.0,1,1,1,111,Lost
EC-140501,112,7,2733.0,3,4,4,344,Potential Loyalist
EC-140502,244,3,231.0,2,2,1,221,At Risk
EC-140503,771,4,1003.0,1,2,2,122,Lost
EC-140504,54,5,462.0,4,3,1,431,Potential Loyalist
EC-40501,163,3,1537.0,2,2,3,223,At Risk
EC-40502,210,4,765.0,2,2,2,222,At Risk
ED-138851,80,7,6533.0,3,4,5,345,Potential Loyalist
ED-138852,16,8,3080.0,5,5,4,554,Champions
ED-138853,45,8,4922.0,4,5,5,455,Champions
ED-138854,136,8,3487.0,3,5,4,354,Potential Loyalist
ED-38851,756,2,166.0,1,1,1,111,Lost
ED-38852,624,1,15.0,1,1,1,111,Lost
ED-38853,57,5,346.0,4,3,1,431,Potential Loyalist
EG-139001,84,4,5381.0,3,2,5,325,Others
EG-139002,142,7,6883.0,3,4,5,345,Potential Loyalist
EG-139003,37,5,2468.0,4,3,3,433,Potential Loyalist
EG-139004,23,5,1833.0,5,3,3,533,Potential Loyalist
EG-39001,90,6,5151.0,3,4,5,345,Potential Loyalist
EG-39002,52,5,1398.0,4,3,3,433,Potential Loyalist
EH-137651,3,8,5217.0,5,5,5,555,Champions
EH-137652,174,5,3774.0,2,3,4,234,Can't Lose Them
EH-137653,19,4,958.0,5,2,2,522,Others
EH-137654,136,12,10313.0,3,5,5,355,Potential Loyalist
EH-139451,121,5,562.0,3,3,2,332,Potential Loyalist
EH-139452,191,4,3265.0,2,2,4,224,Can't Lose Them
EH-139453,58,10,3320.0,4,5,4,454,Champions
EH-139454,218,8,684.0,2,5,2,252,Can't Lose Them
EH-139901,45,9,6141.0,4,5,5,455,Champions
EH-139902,103,4,979.0,3,2,2,322,Others
EH-139903,68,7,862.0,4,4,2,442,Loyal Customers
EH-139904,406,6,827.0,1,4,2,142,Can't Lose Them
EH-140051,73,9,1941.0,4,5,3,453,Loyal Customers
EH-140052,15,4,4728.0,5,2,5,525,Others
EH-140053,29,8,2489.0,5,5,3,553,Loyal Customers
EH-140054,3,7,1220.0,5,4,2,542,Loyal Customers
EH-141251,103,8,4073.0,3,5,4,354,Potential Loyalist
EH-141252,125,8,7494.0,3,5,5,355,Potential Loyalist
EH-141253,230,5,2760.0,2,3,4,234,Can't Lose Them
EH-141254,153,10,3084.0,2,5,4,254,Can't Lose Them
EH-141851,272,9,6225.0,2,5,5,255,Can't Lose Them
EH-141852,224,6,3744.0,2,4,4,244,Can't Lose Them
EH-141853,68,8,1906.0,4,5,3,453,Loyal Customers
EH-141854,106,6,925.0,3,4,2,342,Potential Loyalist
EH-37651,129,8,605.0,3,5,2,352,Potential Loyalist
EH-37652,1120,1,405.0,1,1,1,111,Lost
EH-39451,112,3,1193.0,3,2,2,322,Others
EH-39452,1351,1,223.0,1,1,1,111,Lost
EH-39453,486,5,1053.0,1,3,2,132,At Risk
EH-39901,721,5,635.0,1,3,2,132,At Risk
EH-39902,34,1,37.0,4,1,1,411,Others
EH-40051,197,4,976.0,2,2,2,222,At Risk
EH-40052,197,3,1654.0,2,2,3,223,At Risk
EH-41251,23,7,1087.0,5,4,2,542,Loyal Customers
EH-41252,70,6,3926.0,4,4,4,444,Loyal Customers
EH-41851,129,5,1863.0,3,3,3,333,Potential Loyalist
EH-41852,122,3,1714.0,3,2,3,323,Others
EJ-137201,50,6,4136.0,4,4,4,444,Loyal Customers
EJ-137202,183,4,537.0,2,2,1,221,At Risk
EJ-137203,121,8,2136.0,3,5,3,353,Potential Loyalist
EJ-137204,303,4,2161.0,2,2,3,223,At Risk
EJ-141551,28,7,4223.0,5,4,4,544,Champions
EJ-141552,49,6,2313.0,4,4,3,443,Loyal Customers
EJ-141553,600,5,3131.0,1,3,4,134,Can't Lose Them
EJ-141554,58,5,2657.0,4,3,4,434,Potential Loyalist
EJ-37201,213,5,1204.0,2,3,2,232,At Risk
EJ-37202,157,3,525.0,2,2,1,221,At Risk
EJ-41551,23,3,1841.0,5,2,3,523,Others
EJ-41552,141,2,792.0,3,1,2,312,Others
EK-137951,114,6,1103.0,3,4,2,342,Potential Loyalist
EK-137952,93,5,2758.0,3,3,4,334,Potential Loyalist
EK-137953,220,2,432.0,2,1,1,211,At Risk
EK-137954,45,4,1302.0,4,2,2,422,Others
EK-37951,394,2,174.0,1,1,1,111,Lost
EK-37952,213,4,1355.0,2,2,2,222,At Risk
EL-137351,293,6,4219.0,2,4,4,244,Can't Lose Them
EL-137352,146,6,3520.0,3,4,4,344,Potential Loyalist
EL-137353,54,9,2651.0,4,5,4,454,Champions
EL-137354,78,2,125.0,3,1,1,311,Others
EL-37351,27,6,1976.0,5,4,3,543,Loyal Customers
EL-37352,202,5,1718.0,2,3,3,233,At Risk
EM-138101,273,5,7229.0,2,3,5,235,Can't Lose Them
EM-138102,79,5,1467.0,3,3,3,333,Potential Loyalist
EM-138103,104,8,2290.0,3,5,3,353,Potential Loyalist
EM-138104,133,5,2567.0,3,3,4,334,Potential Loyalist
EM-138251,351,5,4013.0,1,3,4,134,Can't Lose Them
EM-138252,283,6,4427.0,2,4,5,245,Can't Lose Them
EM-138253,138,7,3349.0,3,4,4,344,Potential Loyalist
EM-138254,56,8,2340.0,4,5,3,453,Loyal Customers
EM-139601,3,16,14324.0,5,5,5,555,Champions
EM-139602,17,10,5759.0,5,5,5,555,Champions
EM-139603,303,6,4212.0,2,4,4,244,Can't Lose Them
EM-139604,152,5,934.0,3,3,2,332,Potential Loyalist
EM-140651,17,5,4264.0,5,3,4,534,Potential Loyalist
EM-140652,180,2,5518.0,2,1,5,215,Can't Lose Them
EM-140653,210,6,2097.0,2,4,3,243,Can't Lose Them
EM-140654,48,4,228.0,4,2,1,421,Others
EM-140951,194,4,3189.0,2,2,4,224,Can't Lose Them
EM-140952,290,6,5336.0,2,4,5,245,Can't Lose Them
EM-140953,9,3,1324.0,5,2,2,522,Others
EM-140954,114,4,1041.0,3,2,2,322,Others
EM-141401,176,9,10563.0,2,5,5,255,Can't Lose Them
EM-141402,429,6,741.0,1,4,2,142,Can't Lose Them
EM-141403,25,9,5617.0,5,5,5,555,Champions
EM-141404,49,6,4589.0,4,4,5,445,Champions
EM-142001,120,7,7725.0,3,4,5,345,Potential Loyalist
EM-142002,87,5,3557.0,3,3,4,334,Potential Loyalist
EM-142003,42,8,5438.0,4,5,5,455,Champions
EM-142004,159,3,367.0,2,2,1,221,At Risk
EM-38101,59,4,166.0,4,2,1,421,Others
EM-38102,318,2,865.0,2,1,2,212,At Risk
EM-38251,967,2,41.0,1,1,1,111,Lost
EM-38252,938,1,13.0,1,1,1,111,Lost
EM-38253,483,3,325.0,1,2,1,121,Lost
EM-39601,195,4,1171.0,2,2,2,222,At Risk
EM-39602,946,1,100.0,1,1,1,111,Lost
EM-39603,239,3,1585.0,2,2,3,223,At Risk
EM-40651,150,4,1775.0,3,2,3,323,Others
EM-40652,1239,1,139.0,1,1,1,111,Lost
EM-40653,53,4,1300.0,4,2,2,422,Others
EM-40951,589,3,1759.0,1,2,3,123,At Risk
EM-40952,878,1,193.0,1,1,1,111,Lost
EM-40953,132,5,881.0,3,3,2,332,Potential Loyalist
EM-41401,578,4,639.0,1,2,2,122,Lost
EM-41402,94,2,1262.0,3,1,2,312,Others
EM-42001,152,2,1922.0,3,1,3,313,Others
EM-42002,152,2,663.0,3,1,2,312,Others
EN-137801,15,5,1511.0,5,3,3,533,Potential Loyalist
EN-137802,145,5,1957.0,3,3,3,333,Potential Loyalist
EN-137803,31,6,668.0,5,4,2,542,Loyal Customers
EN-137804,288,4,2200.0,2,2,3,223,At Risk
EN-37801,365,4,179.0,1,2,1,121,Lost
EN-37802,206,4,557.0,2,2,2,222,At Risk
EP-139151,223,10,6827.0,2,5,5,255,Can't Lose Them
EP-139152,106,5,2289.0,3,3,3,333,Potential Loyalist
EP-139153,582,1,1686.0,1,1,3,113,At Risk
EP-139154,13,17,5481.0,5,5,5,555,Champions
EP-39151,76,2,294.0,4,1,1,411,Others
EP-39152,1284,1,193.0,1,1,1,111,Lost
ER-138551,297,5,2687.0,2,3,4,234,Can't Lose Them
ER-138552,70,4,7927.0,4,2,5,425,Others
ER-138553,134,7,1537.0,3,4,3,343,Potential Loyalist
ER-138554,422,3,1245.0,1,2,2,122,Lost
ER-38551,54,2,464.0,4,1,1,411,Others
ER-38552,113,5,3271.0,3,3,4,334,Potential Loyalist
ES-140201,66,9,1940.0,4,5,3,453,Loyal Customers
ES-140202,1,11,4999.0,5,5,5,555,Champions
ES-140203,77,7,2377.0,4,4,3,443,Loyal Customers
ES-140204,41,5,3511.0,4,3,4,434,Potential Loyalist
ES-140801,636,5,4914.0,1,3,5,135,Can't Lose Them
ES-140802,188,5,2036.0,2,3,3,233,At Risk
ES-140803,368,5,4628.0,1,3,5,135,Can't Lose Them
ES-140804,29,9,4657.0,5,5,5,555,Champions
ES-40201,29,2,367.0,5,1,1,511,Others
ES-40202,426,1,735.0,1,1,2,112,Lost
ES-40203,345,4,790.0,2,2,2,222,At Risk
ES-40801,146,6,960.0,3,4,2,342,Potential Loyalist
ES-40802,276,3,965.0,2,2,2,222,At Risk
FA-142301,23,5,2177.0,5,3,3,533,Potential Loyalist
FA-142302,147,12,7077.0,3,5,5,355,Potential Loyalist
FA-142303,39,5,1297.0,4,3,2,432,Potential Loyalist
FA-142304,98,7,2984.0,3,4,4,344,Potential Loyalist
FA-42301,185,5,172.0,2,3,1,231,At Risk
FA-42302,342,1,643.0,2,1,2,212,At Risk
FC-142451,43,8,4133.0,4,5,4,454,Champions
FC-142452,462,4,752.0,1,2,2,122,Lost
FC-142453,199,4,2566.0,2,2,4,224,Can't Lose Them
FC-142454,71,7,3419.0,4,4,4,444,Loyal Customers
FC-143351,148,6,2788.0,3,4,4,344,Potential Loyalist
FC-143352,185,4,914.0,2,2,2,222,At Risk
FC-143353,108,6,1180.0,3,4,2,342,Potential Loyalist
FC-143354,185,7,3890.0,2,4,4,244,Can't Lose Them
FC-42451,492,3,946.0,1,2,2,122,Lost
FC-42452,584,3,594.0,1,2,2,122,Lost
FC-43351,1233,1,126.0,1,1,1,111,Lost
FC-43352,111,3,425.0,3,2,1,321,Others
FG-142601,210,5,5148.0,2,3,5,235,Can't Lose Them
FG-142602,92,4,2518.0,3,2,3,323,Others
FG-142603,52,2,348.0,4,1,1,411,Others
FG-142604,35,7,1383.0,4,4,3,443,Loyal Customers
FG-42601,111,3,83.0,3,2,1,321,Others
FG-42602,156,1,26.0,2,1,1,211,At Risk
FG-42603,476,5,198.0,1,3,1,131,At Risk
FH-142751,379,2,5052.0,1,1,5,115,Can't Lose Them
FH-142752,104,6,2972.0,3,4,4,344,Potential Loyalist
FH-142753,5,5,1292.0,5,3,2,532,Potential Loyalist
